Universe,Window,Model,Seed,Offset,Sharpe,Return (%),Max DD (%),Rebalances,Mean Cash Frac,Mean Top Weight
India_Nifty_50,OOS,Axiom v0.9,202,0.0,-0.018017332630046085,-0.8046607741241663,-13.194556045073918,19,0.14739171973837314,0.2000883720838987
India_Nifty_50,OOS,Axiom v0.9,303,0.0,-0.3922935572593306,-3.995662657909993,-11.147932554085251,13,0.20476096772623784,0.18786212315289258
India_Nifty_50,OOS,Axiom v0.9,404,0.0,-0.12616752459282407,-1.126835981580776,-6.8730041898125664,13,0.45221075169710145,0.2011342379797898
India_Nifty_50,OOS,Axiom v0.9,505,0.0,0.3544880162447396,1.5566992860742257,-4.548471456453292,10,0.6083450497788445,0.11855998348257814
India_Nifty_50,OOS,Axiom v0.9,606,0.0,0.029119286239174924,-0.1457642361647249,-9.889149279892152,14,0.3688427558466889,0.21945611778352142
India_Nifty_50,OOS,Axiom v0.9,707,0.0,-0.20970340027026527,-0.34729484889050033,-1.8940079240972678,2,0.8620328309239701,0.04423683926950543
India_Nifty_50,OOS,Axiom v0.9,808,0.0,-0.19193102266607853,-0.38057192062238565,-1.7573268256465817,3,0.8607442292573076,0.037477096341195885
India_Nifty_50,OOS,Axiom v0.9,909,0.0,-0.0643410199416779,-0.3132986791156367,-3.90348613506411,5,0.6821266765090572,0.07764166107608307
India_Nifty_50,OOS,RAI v6 Fast,-1,0.0,0.936641359566936,7.509550214434357,-5.951299192906925,104,0.4460720042329829,0.4230438521764855
India_Nifty_50,Holdout,Axiom v0.9,42,-3.5,0.13558512453582253,0.9006424418655401,-13.132452864693702,20,0.07528092604806237,0.4394119861902033
India_Nifty_50,Holdout,Axiom v0.9,101,-3.5,-0.15476756446815354,-2.314921688494309,-14.316903225243413,15,0.08565503744035784,0.32624340615689795
India_Nifty_50,Holdout,Axiom v0.9,202,-3.5,-0.6649031995813238,-9.712752890601317,-18.853963873160758,25,0.005422611339703099,0.23499981589542351
India_Nifty_50,Holdout,Axiom v0.9,303,-3.5,-0.9122743260031864,-11.774548351387015,-20.08525314880983,24,0.008037718819442758,0.23615741367801674
India_Nifty_50,Holdout,Axiom v0.9,404,-3.5,-0.3138733902384965,-5.143614927474971,-15.013665110259069,22,0.0242951166738519,0.3696926300758123
India_Nifty_50,Holdout,Axiom v0.9,505,-3.5,-1.0183054872715018,-12.703654114005424,-19.563038493002466,18,0.0434665813092735,0.2704320238431346
India_Nifty_50,Holdout,Axiom v0.9,606,-3.5,-0.12359856563388205,-2.8103966269910963,-15.515888065182196,21,0.01874489692274289,0.317102370280865
India_Nifty_50,Holdout,Axiom v0.9,707,-3.5,-0.8216767682643774,-9.036611544374662,-15.370320702772045,21,0.15523413587354581,0.28113141624921945
India_Nifty_50,Holdout,Axiom v0.9,808,-3.5,-0.3430810880983273,-4.402264772210051,-14.27384875445985,25,0.15346407509709686,0.21778144466128554
India_Nifty_50,Holdout,Axiom v0.9,909,-3.5,-0.9180295278031286,-10.509667071768359,-18.318869821185263,18,0.06142790887247659,0.22899611464832834
India_Nifty_50,Holdout,RAI v6 Fast,-1,-3.5,0.2952375028113237,3.6404354525386484,-15.818634985698003,47,0.015626774259925254,0.9187912616447902
India_Nifty_50,Holdout,Axiom v0.9,42,-2.5,0.13686161927210927,0.889885855095085,-11.62731131054632,18,0.17992936604766288,0.38738169762404673
India_Nifty_50,Holdout,Axiom v0.9,101,-2.5,-0.16109058723938996,-2.0086030237627894,-12.562976573890458,13,0.20395783529846864,0.2861080244218287
India_Nifty_50,Holdout,Axiom v0.9,202,-2.5,-0.6668458234818609,-9.642122725842784,-18.7080311408815,25,0.014615916664278535,0.23304827719936466
India_Nifty_50,Holdout,Axiom v0.9,303,-2.5,-0.9170549999239638,-11.660523209464024,-19.879945093038597,24,0.021531930842816314,0.23285033414875195
India_Nifty_50,Holdout,Axiom v0.9,404,-2.5,-0.3216453382461244,-5.003253336040981,-14.499112481060328,24,0.06339692899959545,0.3539763157250024
